season,week,home,away,vs,market,model,edge,side,won,clv,pnl
2024,2,Furman,Charleston Southern,close,-20.0,-9.7,10.3,AWAY,1,,0.909
2024,2,Central Connecticut,Fordham,close,23.5,3.6,19.9,HOME,1,,0.909
2024,2,North Carolina Central,Elon,close,7.0,-5.7,12.7,HOME,0,,-1.0
2024,2,West Virginia,UAlbany,open,-33.5,-4.2,29.3,AWAY,0,5.0,-1.0
2024,2,West Virginia,UAlbany,close,-38.5,-4.2,34.3,AWAY,1,,0.909
2024,2,Miami,Florida A&M,open,-44.5,-6.1,38.4,AWAY,0,2.0,-1.0
2024,2,Miami,Florida A&M,close,-46.5,-6.1,40.4,AWAY,0,,-1.0
2024,2,Towson,Morgan State,close,-11.0,-1.8,9.2,AWAY,1,,0.909
2024,2,Old Dominion,East Carolina,open,-2.5,-1.9,0.6,AWAY,1,-1.0,0.909
2024,2,Old Dominion,East Carolina,close,-1.5,-1.9,0.4,HOME,0,,-1.0
2024,2,Ohio,South Alabama,open,1.0,2.1,1.1,AWAY,0,-1.0,-1.0
2024,2,Ohio,South Alabama,close,2.0,2.1,0.1,AWAY,0,,-1.0
2024,2,Colgate,Villanova,close,19.0,4.8,14.2,HOME,0,,-1.0
2024,2,James Madison,Gardner-Webb,open,-33.0,-11.1,21.9,AWAY,1,2.5,0.909
2024,2,James Madison,Gardner-Webb,close,-35.5,-11.1,24.4,AWAY,1,,0.909
2024,2,UCF,Sam Houston,open,-24.0,-15.1,8.9,AWAY,0,-2.5,-1.0
2024,2,UCF,Sam Houston,close,-21.5,-15.1,6.4,AWAY,0,,-1.0
2024,2,Northwestern State,Prairie View A&M,close,2.0,1.1,0.9,HOME,0,,-1.0
2024,2,Eastern Washington,Drake,close,-35.0,-1.7,33.3,AWAY,1,,0.909
2024,2,Lindenwood,Central Arkansas,close,20.5,3.7,16.8,HOME,0,,-1.0
2024,2,Houston Christian,Tarleton State,close,14.0,1.8,12.2,HOME,0,,-1.0
2024,2,Georgia State,Chattanooga,open,-10.0,4.9,14.9,AWAY,1,-0.5,0.909
2024,2,Georgia State,Chattanooga,close,-9.5,4.9,14.4,AWAY,1,,0.909
2024,2,North Alabama,Illinois State,close,13.5,3.5,10.0,HOME,1,,0.909
2024,2,Murray State,Butler,close,-7.5,8.5,16.0,AWAY,1,,0.909
2024,2,Eastern Illinois,Indiana State,close,-8.5,-7.9,0.6,AWAY,1,,0.909
2024,2,Nevada,Georgia Southern,close,-1.0,6.7,7.7,AWAY,1,,0.909
2024,2,South Dakota State,Incarnate Word,close,-25.0,-5.9,19.1,AWAY,1,,0.909
2024,2,Lamar,Mississippi Valley State,close,-27.0,-6.8,20.2,AWAY,1,,0.909
2024,2,Rice,Texas Southern,open,-29.5,5.5,35.0,AWAY,0,0.5,-1.0
2024,2,Rice,Texas Southern,close,-30.0,5.5,35.5,AWAY,0,,-1.0
2024,2,Coastal Carolina,William & Mary,open,-14.5,-1.2,13.3,AWAY,0,3.0,-1.0
2024,2,Coastal Carolina,William & Mary,close,-17.5,-1.2,16.3,AWAY,0,,-1.0
2024,2,North Dakota,Montana,close,7.0,3.3,3.7,HOME,1,,0.909
2024,2,Colorado State,Northern Colorado,open,-28.5,-1.6,26.9,AWAY,1,2.5,0.909
2024,2,Colorado State,Northern Colorado,close,-31.0,-1.6,29.4,AWAY,1,,0.909
2024,2,Wake Forest,Virginia,open,-2.5,-5.7,3.2,HOME,0,1.5,-1.0
2024,2,Wake Forest,Virginia,close,-1.0,-5.7,4.7,HOME,0,,-1.0
2024,2,Western Kentucky,Eastern Kentucky,open,-20.5,-2.5,18.0,AWAY,0,-2.0,-1.0
2024,2,Western Kentucky,Eastern Kentucky,close,-18.5,-2.5,16.0,AWAY,0,,-1.0
2024,2,Arkansas State,Tulsa,open,-6.0,-5.2,0.8,AWAY,1,1.5,0.909
2024,2,Arkansas State,Tulsa,close,-7.5,-5.2,2.3,AWAY,1,,0.909
2024,2,UL Monroe,UAB,open,11.0,4.1,6.9,HOME,1,2.0,0.909
2024,2,UL Monroe,UAB,close,13.0,4.1,8.9,HOME,1,,0.909
2024,2,Illinois,Kansas,open,6.0,4.0,2.0,HOME,1,-1.5,0.909
2024,2,Illinois,Kansas,close,4.5,4.0,0.5,HOME,1,,0.909
2024,2,Florida,Samford,open,-37.0,-5.2,31.8,AWAY,0,1.5,-1.0
2024,2,Florida,Samford,close,-38.5,-5.2,33.3,AWAY,1,,0.909
2024,2,Air Force,San José State,open,-6.0,-6.9,0.9,HOME,0,1.0,-1.0
2024,2,Air Force,San José State,close,-5.0,-6.9,1.9,HOME,0,,-1.0
2024,2,Austin Peay,Southern Illinois,close,9.5,-4.6,14.1,HOME,0,,-1.0
2024,2,Missouri,Buffalo,open,-35.0,-25.3,9.7,AWAY,0,-0.5,-1.0
2024,2,Missouri,Buffalo,close,-34.5,-25.3,9.2,AWAY,0,,-1.0
2024,2,Kennesaw State,Louisiana,open,16.0,0.5,15.5,HOME,0,-2.0,-1.0
2024,2,Kennesaw State,Louisiana,close,14.0,0.5,13.5,HOME,0,,-1.0
2024,2,Stanford,Cal Poly,open,-35.5,-0.9,34.6,AWAY,1,-2.0,0.909
2024,2,Stanford,Cal Poly,close,-33.5,-0.9,32.6,AWAY,0,,-1.0
2024,2,Southern Miss,SE Louisiana,open,-14.5,5.7,20.2,AWAY,0,3.0,-1.0
2024,2,Southern Miss,SE Louisiana,close,-17.5,5.7,23.2,AWAY,0,,-1.0
2024,2,Alabama,South Florida,open,-31.0,-25.5,5.5,AWAY,1,-0.0,0.909
2024,2,Alabama,South Florida,close,-31.0,-25.5,5.5,AWAY,1,,0.909
2024,2,NC State,Tennessee,open,4.5,4.0,0.5,HOME,0,5.5,-1.0
2024,2,NC State,Tennessee,close,10.0,4.0,6.0,HOME,0,,-1.0
2024,2,Vanderbilt,Alcorn State,open,-31.0,2.5,33.5,AWAY,0,1.5,-1.0
2024,2,Vanderbilt,Alcorn State,close,-32.5,2.5,35.0,AWAY,0,,-1.0
2024,2,Nebraska,Colorado,open,-6.5,-8.0,1.5,HOME,1,-0.5,0.909
2024,2,Nebraska,Colorado,close,-7.0,-8.0,1.0,HOME,1,,0.909
2024,2,LSU,Nicholls,open,-50.5,-16.8,33.7,AWAY,1,-0.0,0.909
2024,2,LSU,Nicholls,close,-50.5,-16.8,33.7,AWAY,1,,0.909
2024,2,North Texas,Stephen F. Austin,open,-23.5,-0.2,23.3,AWAY,1,-2.0,0.909
2024,2,North Texas,Stephen F. Austin,close,-21.5,-0.2,21.3,AWAY,1,,0.909
2024,2,Ohio State,Western Michigan,open,-39.5,-32.7,6.8,AWAY,0,-2.0,-1.0
2024,2,Ohio State,Western Michigan,close,-37.5,-32.7,4.8,AWAY,0,,-1.0
2024,2,Oklahoma,Houston,open,-27.0,-19.6,7.4,AWAY,1,1.0,0.909
2024,2,Oklahoma,Houston,close,-28.0,-19.6,8.4,AWAY,1,,0.909
2024,2,Clemson,App State,open,-17.0,-6.6,10.4,AWAY,0,-0.5,-1.0
2024,2,Clemson,App State,close,-16.5,-6.6,9.9,AWAY,0,,-1.0
2024,2,TCU,Long Island University,open,-45.5,-12.7,32.8,AWAY,1,-0.0,0.909
2024,2,TCU,Long Island University,close,-45.5,-12.7,32.8,AWAY,1,,0.909
2024,2,Montana State,Maine,close,-30.5,-12.8,17.7,AWAY,1,,0.909
2024,2,Weber State,Portland State,close,-9.0,-6.5,2.5,AWAY,0,,-1.0
2024,2,UTEP,Southern Utah,open,-6.5,10.9,17.4,AWAY,1,-0.0,0.909
2024,2,UTEP,Southern Utah,close,-6.5,10.9,17.4,AWAY,1,,0.909
2024,2,Oregon,Boise State,open,-19.5,-15.5,4.0,AWAY,1,1.5,0.909
2024,2,Oregon,Boise State,close,-21.0,-15.5,5.5,AWAY,1,,0.909
2024,2,UC Davis,East Texas A&M,close,-28.0,-9.9,18.1,AWAY,1,,0.909
2024,2,Fresno State,Sacramento State,open,-15.5,-3.2,12.3,AWAY,0,3.0,-1.0
2024,2,Fresno State,Sacramento State,close,-18.5,-3.2,15.3,AWAY,1,,0.909
2024,2,Arizona,Northern Arizona,open,-43.0,-11.7,31.3,AWAY,1,-0.0,0.909
2024,2,Arizona,Northern Arizona,close,-43.0,-11.7,31.3,AWAY,1,,0.909
2024,2,Washington State,Texas Tech,open,-1.5,-3.0,1.5,HOME,1,-1.0,0.909
2024,2,Washington State,Texas Tech,close,-2.5,-3.0,0.5,HOME,1,,0.909
2024,2,New Mexico State,Liberty,open,20.5,5.1,15.4,HOME,1,1.5,0.909
2024,2,New Mexico State,Liberty,close,22.0,5.1,16.9,HOME,1,,0.909
2024,2,Arizona State,Mississippi State,open,-4.5,5.6,10.1,AWAY,0,1.0,-1.0
2024,2,Arizona State,Mississippi State,close,-5.5,5.6,11.1,AWAY,0,,-1.0
2024,2,San Diego State,Oregon State,open,5.5,12.6,7.1,AWAY,1,-0.5,0.909
2024,2,San Diego State,Oregon State,close,6.0,12.6,6.6,AWAY,1,,0.909
2024,2,USC,Utah State,open,-27.0,-16.9,10.1,AWAY,0,1.5,-1.0
2024,2,USC,Utah State,close,-28.5,-16.9,11.6,AWAY,0,,-1.0
2024,3,Texas State,Arizona State,open,2.0,-7.2,9.2,HOME,0,0.0,-1.0
2024,3,Texas State,Arizona State,close,2.0,-7.2,9.2,HOME,0,,-1.0
2024,3,South Alabama,Northwestern State,open,-38.0,-11.9,26.1,AWAY,0,-1.5,-1.0
2024,3,South Alabama,Northwestern State,close,-36.5,-11.9,24.6,AWAY,0,,-1.0
2024,3,Kansas,UNLV,open,-10.5,-7.9,2.6,AWAY,1,-3.5,0.909
2024,3,Kansas,UNLV,close,-7.0,-7.9,0.9,HOME,0,,-1.0
2024,3,Kansas State,Arizona,open,-7.5,-7.7,0.2,HOME,1,0.5,0.909
2024,3,Kansas State,Arizona,close,-7.0,-7.7,0.7,HOME,1,,0.909
2024,3,Long Island University,Lehigh,close,-2.5,-3.6,1.1,HOME,0,,-1.0
2024,3,St. Francis (PA),Central Connecticut,close,-7.0,-7.4,0.4,HOME,0,,-1.0
2024,3,Florida State,Memphis,open,-5.0,-8.3,3.3,HOME,0,-2.0,-1.0
2024,3,Florida State,Memphis,close,-7.0,-8.3,1.3,HOME,0,,-1.0
2024,3,Michigan,Arkansas State,open,-22.5,-28.6,6.1,HOME,0,0.0,-1.0
2024,3,Michigan,Arkansas State,close,-22.5,-28.6,6.1,HOME,0,,-1.0
2024,3,Wisconsin,Alabama,open,9.0,9.5,0.5,AWAY,1,-6.5,0.909
2024,3,Wisconsin,Alabama,close,15.5,9.5,6.0,HOME,0,,-1.0
2024,3,South Carolina,LSU,open,9.5,5.3,4.2,HOME,1,-2.5,0.909
2024,3,South Carolina,LSU,close,7.0,5.3,1.7,HOME,1,,0.909
2024,3,Miami (OH),Cincinnati,open,2.5,-5.6,8.1,HOME,0,0.0,-1.0
2024,3,Miami (OH),Cincinnati,close,2.5,-5.6,8.1,HOME,0,,-1.0
2024,3,Illinois,Central Michigan,open,-20.0,-17.4,2.6,AWAY,0,-0.0,-1.0
2024,3,Illinois,Central Michigan,close,-20.0,-17.4,2.6,AWAY,0,,-1.0
2024,3,Tulsa,Oklahoma State,open,20.0,11.5,8.5,HOME,0,0.0,-1.0
2024,3,Tulsa,Oklahoma State,close,20.0,11.5,8.5,HOME,0,,-1.0
2024,3,NC State,Louisiana Tech,open,-21.5,-17.1,4.4,AWAY,1,-0.0,0.909
2024,3,NC State,Louisiana Tech,close,-21.5,-17.1,4.4,AWAY,1,,0.909
2024,3,Texas Tech,North Texas,open,-9.5,-8.0,1.5,AWAY,0,-0.0,-1.0
2024,3,Texas Tech,North Texas,close,-9.5,-8.0,1.5,AWAY,0,,-1.0
2024,3,Lafayette,Marist,close,-33.0,-9.2,23.8,AWAY,0,,-1.0
2024,3,Missouri,Boston College,open,-16.5,-18.3,1.8,HOME,0,0.0,-1.0
2024,3,Missouri,Boston College,close,-16.5,-18.3,1.8,HOME,0,,-1.0
2024,3,Buffalo,Massachusetts,open,-4.5,-8.2,3.7,HOME,1,0.0,0.909
2024,3,Buffalo,Massachusetts,close,-4.5,-8.2,3.7,HOME,1,,0.909
2024,3,North Carolina A&T,Delaware,close,14.0,8.3,5.7,HOME,0,,-1.0
2024,3,Sacred Heart,Georgetown,close,10.5,2.5,8.0,HOME,1,,0.909
2024,3,Illinois State,Western Illinois,close,-36.0,-15.7,20.3,AWAY,1,,0.909
2024,3,Fordham,Stony Brook,close,-9.5,-7.5,2.0,AWAY,1,,0.909
2024,3,Furman,Stetson,close,-30.5,-6.4,24.1,AWAY,0,,-1.0
2024,3,Temple,Coastal Carolina,open,17.5,15.4,2.1,HOME,1,0.0,0.909
2024,3,Temple,Coastal Carolina,close,17.5,15.4,2.1,HOME,1,,0.909
2024,3,Richmond,Charleston Southern,close,-13.5,-6.4,7.1,AWAY,0,,-1.0
2024,3,North Dakota,Idaho State,close,-10.0,-6.9,3.1,AWAY,0,,-1.0
2024,3,Youngstown State,Duquesne,close,-17.5,-8.6,8.9,AWAY,1,,0.909
2024,3,Bryant,Holy Cross,close,11.5,0.4,11.1,HOME,0,,-1.0
2024,3,Montana,Morehead State,close,-37.0,-8.7,28.3,AWAY,0,,-1.0
2024,3,Delaware State,Wagner,close,-9.5,-1.3,8.2,AWAY,1,,0.909
2024,3,Villanova,Towson,close,-19.5,-11.6,7.9,AWAY,1,,0.909
2024,3,Oklahoma,Tulane,open,-13.5,-8.8,4.7,AWAY,0,-0.0,-1.0
2024,3,Oklahoma,Tulane,close,-13.5,-8.8,4.7,AWAY,0,,-1.0
2024,3,Washington,Washington State,open,-8.0,-9.6,1.6,HOME,0,4.0,-1.0
2024,3,Washington,Washington State,close,-4.0,-9.6,5.6,HOME,0,,-1.0
2024,3,Maine,Monmouth,close,-2.5,-0.2,2.3,AWAY,1,,0.909
2024,3,Oregon State,Oregon,open,20.5,4.4,16.1,HOME,0,-4.5,-1.0
2024,3,Oregon State,Oregon,close,16.0,4.4,11.6,HOME,0,,-1.0
2024,3,Purdue,Notre Dame,open,16.0,12.8,3.2,HOME,0,-4.5,-1.0
2024,3,Purdue,Notre Dame,close,11.5,12.8,1.3,AWAY,1,,0.909
2024,3,Ohio,Morgan State,open,-24.5,-3.5,21.0,AWAY,1,-0.0,0.909
2024,3,Ohio,Morgan State,close,-24.5,-3.5,21.0,AWAY,1,,0.909
2024,3,Florida,Texas A&M,open,4.0,3.4,0.6,HOME,0,0.5,-1.0
2024,3,Florida,Texas A&M,close,4.5,3.4,1.1,HOME,0,,-1.0
2024,3,Pittsburgh,West Virginia,open,4.5,6.0,1.5,AWAY,0,2.0,-1.0
2024,3,Pittsburgh,West Virginia,close,2.5,6.0,3.5,AWAY,0,,-1.0
2024,3,Michigan State,Prairie View A&M,open,-40.5,-2.9,37.6,AWAY,1,2.0,0.909
2024,3,Michigan State,Prairie View A&M,close,-42.5,-2.9,39.6,AWAY,1,,0.909
2024,3,Minnesota,Nevada,open,-16.0,-18.9,2.9,HOME,1,0.0,0.909
2024,3,Minnesota,Nevada,close,-16.0,-18.9,2.9,HOME,1,,0.909
2024,3,Georgia Tech,VMI,open,-43.0,-9.7,33.3,AWAY,0,-0.5,-1.0
2024,3,Georgia Tech,VMI,close,-42.5,-9.7,32.8,AWAY,0,,-1.0
2024,3,Miami,Ball State,open,-36.5,-20.7,15.8,AWAY,0,-0.0,-1.0
2024,3,Miami,Ball State,close,-36.5,-20.7,15.8,AWAY,0,,-1.0
2024,3,Northern Colorado,Abilene Christian,close,14.5,6.4,8.1,HOME,1,,0.909
2024,3,Idaho,UAlbany,close,-15.0,-5.2,9.8,AWAY,0,,-1.0
2024,3,East Carolina,App State,open,2.5,5.6,3.1,AWAY,0,-0.0,-1.0
2024,3,East Carolina,App State,close,2.5,5.6,3.1,AWAY,0,,-1.0
2024,3,Norfolk State,Hampton,close,-2.5,-0.7,1.8,AWAY,1,,0.909
2024,3,Iowa,Troy,open,-22.5,-3.6,18.9,AWAY,1,-0.0,0.909
2024,3,Iowa,Troy,close,-22.5,-3.6,18.9,AWAY,1,,0.909
2024,3,Arkansas,UAB,open,-24.0,-14.8,9.2,AWAY,1,-0.0,0.909
2024,3,Arkansas,UAB,close,-24.0,-14.8,9.2,AWAY,1,,0.909
2024,3,Utah State,Utah,open,21.5,12.9,8.6,HOME,1,0.0,0.909
2024,3,Utah State,Utah,close,21.5,12.9,8.6,HOME,1,,0.909
2024,3,East Tennessee State,North Dakota State,close,27.0,6.4,20.6,HOME,1,,0.909
2024,3,Elon,Western Carolina,close,-6.0,-4.8,1.2,AWAY,1,,0.909
2024,3,Indiana State,Dayton,close,-10.5,5.0,15.5,AWAY,0,,-1.0
2024,3,Old Dominion,Virginia Tech,open,14.0,6.9,7.1,HOME,0,0.0,-1.0
2024,3,Old Dominion,Virginia Tech,close,14.0,6.9,7.1,HOME,0,,-1.0
2024,3,Wofford,William & Mary,close,9.5,1.8,7.7,HOME,1,,0.909
2024,3,Charlotte,Gardner-Webb,open,-11.5,12.7,24.2,AWAY,1,2.5,0.909
2024,3,Charlotte,Gardner-Webb,close,-14.0,12.7,26.7,AWAY,1,,0.909
2024,3,Akron,Colgate,open,-14.5,9.5,24.0,AWAY,1,-1.0,0.909
2024,3,Akron,Colgate,close,-13.5,9.5,23.0,AWAY,1,,0.909
2024,3,North Carolina,North Carolina Central,open,-37.5,-6.1,31.4,AWAY,1,-0.0,0.909
2024,3,North Carolina,North Carolina Central,close,-37.5,-6.1,31.4,AWAY,1,,0.909
2024,3,Chattanooga,Mercer,close,-5.5,1.3,6.8,AWAY,1,,0.909
2024,3,Georgia Southern,South Carolina State,open,-27.5,-0.2,27.3,AWAY,0,-0.0,-1.0
2024,3,Georgia Southern,South Carolina State,close,-27.5,-0.2,27.3,AWAY,0,,-1.0
2024,3,Eastern Kentucky,West Georgia,close,-12.5,0.4,12.9,AWAY,0,,-1.0
2024,3,New Hampshire,Stonehill,close,-27.5,-7.6,19.9,AWAY,0,,-1.0
2024,3,Liberty,UTEP,open,-23.5,-20.6,2.9,AWAY,1,-0.0,0.909
2024,3,Liberty,UTEP,close,-23.5,-20.6,2.9,AWAY,1,,0.909
2024,3,Florida Atlantic,Florida International,open,-6.0,-10.4,4.4,HOME,1,0.0,0.909
2024,3,Florida Atlantic,Florida International,close,-6.0,-10.4,4.4,HOME,1,,0.909
2024,3,Duke,UConn,open,-17.0,-19.1,2.1,HOME,0,0.0,-1.0
2024,3,Duke,UConn,close,-17.0,-19.1,2.1,HOME,0,,-1.0
2024,3,Wake Forest,Ole Miss,open,23.0,14.5,8.5,HOME,0,0.5,-1.0
2024,3,Wake Forest,Ole Miss,close,23.5,14.5,9.0,HOME,0,,-1.0
2024,3,Western Michigan,Bethune-Cookman,open,-33.0,2.1,35.1,AWAY,1,0.5,0.909
2024,3,Western Michigan,Bethune-Cookman,close,-33.5,2.1,35.6,AWAY,1,,0.909
2024,3,Sam Houston,Hawai'i,open,-4.5,-5.3,0.8,HOME,1,0.0,0.909
2024,3,Sam Houston,Hawai'i,close,-4.5,-5.3,0.8,HOME,1,,0.909
2024,3,San José State,Kennesaw State,open,-20.0,-6.0,14.0,AWAY,0,-1.0,-1.0
2024,3,San José State,Kennesaw State,close,-19.0,-6.0,13.0,AWAY,0,,-1.0
2024,3,East Texas A&M,Grambling,close,-3.5,2.9,6.4,AWAY,1,,0.909
2024,3,Jackson State,Southern,close,-10.0,-4.0,6.0,AWAY,0,,-1.0
2024,3,Middle Tennessee,Western Kentucky,open,7.5,3.9,3.6,HOME,0,0.0,-1.0
2024,3,Middle Tennessee,Western Kentucky,close,7.5,3.9,3.6,HOME,0,,-1.0
2024,3,Texas,UTSA,open,-34.5,-18.9,15.6,AWAY,0,-0.0,-1.0
2024,3,Texas,UTSA,close,-34.5,-18.9,15.6,AWAY,0,,-1.0
2024,3,Eastern Michigan,Jacksonville State,open,-2.0,2.8,4.8,AWAY,0,-0.0,-1.0
2024,3,Eastern Michigan,Jacksonville State,close,-2.0,2.8,4.8,AWAY,0,,-1.0
2024,3,Georgia State,Vanderbilt,open,10.0,-3.3,13.3,HOME,1,0.0,0.909
2024,3,Georgia State,Vanderbilt,close,10.0,-3.3,13.3,HOME,1,,0.909
2024,3,Southern Miss,South Florida,open,11.5,0.9,10.6,HOME,0,0.0,-1.0
2024,3,Southern Miss,South Florida,close,11.5,0.9,10.6,HOME,0,,-1.0
2024,3,Southern Illinois,Incarnate Word,close,-3.5,0.1,3.6,AWAY,0,,-1.0
2024,3,Samford,Alabama State,close,-12.5,-1.0,11.5,AWAY,1,,0.909
2024,3,Missouri State,Lindenwood,close,-26.5,-7.0,19.5,AWAY,1,,0.909
2024,3,Central Arkansas,Austin Peay,close,-15.5,-4.9,10.6,AWAY,0,,-1.0
2024,3,Murray State,Mississippi Valley State,close,-14.5,-3.1,11.4,AWAY,0,,-1.0
2024,3,Tennessee State,Arkansas-Pine Bluff,close,-20.0,-6.7,13.3,AWAY,1,,0.909
2024,3,UT Martin,North Alabama,close,-13.5,-10.0,3.5,AWAY,0,,-1.0
2024,3,Lamar,Weber State,close,10.5,1.6,8.9,HOME,1,,0.909
2024,3,SE Louisiana,Eastern Washington,close,7.5,-0.6,8.1,HOME,1,,0.909
2024,3,Baylor,Air Force,open,-15.5,2.3,17.8,AWAY,0,-0.0,-1.0
2024,3,Baylor,Air Force,close,-15.5,2.3,17.8,AWAY,0,,-1.0
2024,3,TCU,UCF,open,-3.0,-4.3,1.3,HOME,0,1.5,-1.0
2024,3,TCU,UCF,close,-1.5,-4.3,2.8,HOME,0,,-1.0
2024,3,Auburn,New Mexico,open,-28.0,-20.6,7.4,AWAY,1,-0.0,0.909
2024,3,Auburn,New Mexico,close,-28.0,-20.6,7.4,AWAY,1,,0.909
2024,3,Colorado State,Colorado,open,7.5,-0.6,8.1,HOME,0,0.0,-1.0
2024,3,Colorado State,Colorado,close,7.5,-0.6,8.1,HOME,0,,-1.0
2024,3,Kentucky,Georgia,open,18.0,14.7,3.3,HOME,1,6.0,0.909
2024,3,Kentucky,Georgia,close,24.0,14.7,9.3,HOME,1,,0.909
2024,3,Mississippi State,Toledo,open,-12.5,-1.7,10.8,AWAY,1,0.5,0.909
2024,3,Mississippi State,Toledo,close,-13.0,-1.7,11.3,AWAY,1,,0.909
2024,3,Nebraska,Northern Iowa,open,-32.5,-2.3,30.2,AWAY,1,-2.0,0.909
2024,3,Nebraska,Northern Iowa,close,-30.5,-2.3,28.2,AWAY,0,,-1.0
2024,3,Northwestern,Eastern Illinois,open,-24.5,-3.8,20.7,AWAY,1,2.0,0.909
2024,3,Northwestern,Eastern Illinois,close,-26.5,-3.8,22.7,AWAY,1,,0.909
2024,3,UCLA,Indiana,open,2.5,-12.1,14.6,HOME,0,0.0,-1.0
2024,3,UCLA,Indiana,close,2.5,-12.1,14.6,HOME,0,,-1.0
2024,3,Tennessee,Kent State,open,-48.0,-35.2,12.8,AWAY,0,-0.5,-1.0
2024,3,Tennessee,Kent State,close,-47.5,-35.2,12.3,AWAY,0,,-1.0
2024,3,Houston,Rice,open,-5.0,-4.8,0.2,AWAY,0,-0.0,-1.0
2024,3,Houston,Rice,close,-5.0,-4.8,0.2,AWAY,0,,-1.0
2024,3,McNeese,Stephen F. Austin,close,4.5,1.9,2.6,HOME,1,,0.909
2024,3,Southern Utah,UC Davis,close,6.5,-2.5,9.0,HOME,1,,0.909
2024,3,Virginia,Maryland,open,2.0,9.7,7.7,AWAY,1,-0.0,0.909
2024,3,Virginia,Maryland,close,2.0,9.7,7.7,AWAY,1,,0.909
2024,3,Wyoming,BYU,open,10.0,2.6,7.4,HOME,0,0.0,-1.0
2024,3,Wyoming,BYU,close,10.0,2.6,7.4,HOME,0,,-1.0
2024,3,Utah Tech,Northern Arizona,close,20.0,3.9,16.1,HOME,0,,-1.0
2024,3,Sacramento State,Nicholls,close,-8.5,-4.1,4.4,AWAY,0,,-1.0
2024,3,California,San Diego State,open,-18.0,-10.7,7.3,AWAY,0,-0.0,-1.0
2024,3,California,San Diego State,close,-18.0,-10.7,7.3,AWAY,0,,-1.0
2024,3,Fresno State,New Mexico State,open,-19.5,-6.4,13.1,AWAY,0,0.5,-1.0
2024,3,Fresno State,New Mexico State,close,-20.0,-6.4,13.6,AWAY,0,,-1.0
2024,4,App State,South Alabama,open,-8.0,-2.5,5.5,AWAY,1,-0.0,0.909
2024,4,App State,South Alabama,close,-8.0,-2.5,5.5,AWAY,1,,0.909
2024,4,Syracuse,Stanford,open,-9.5,-7.7,1.8,AWAY,1,-0.0,0.909
2024,4,Syracuse,Stanford,close,-9.5,-7.7,1.8,AWAY,1,,0.909
2024,4,Nebraska,Illinois,open,-9.0,-3.6,5.4,AWAY,1,-0.0,0.909
2024,4,Nebraska,Illinois,close,-9.0,-3.6,5.4,AWAY,1,,0.909
2024,4,Washington State,San José State,open,-14.5,-7.7,6.8,AWAY,1,-1.5,0.909
2024,4,Washington State,San José State,close,-13.0,-7.7,5.3,AWAY,1,,0.909
2024,4,Indiana,Charlotte,open,-28.0,-15.7,12.3,AWAY,0,0.5,-1.0
2024,4,Indiana,Charlotte,close,-28.5,-15.7,12.8,AWAY,0,,-1.0
2024,4,Ohio State,Marshall,open,-40.0,-26.0,14.0,AWAY,1,-0.0,0.909
2024,4,Ohio State,Marshall,close,-40.0,-26.0,14.0,AWAY,1,,0.909
2024,4,Cincinnati,Houston,open,-5.5,-4.1,1.4,AWAY,0,-1.5,-1.0
2024,4,Cincinnati,Houston,close,-4.0,-4.1,0.1,HOME,1,,0.909
2024,4,Mississippi State,Florida,open,4.5,1.4,3.1,HOME,0,2.0,-1.0
2024,4,Mississippi State,Florida,close,6.5,1.4,5.1,HOME,0,,-1.0
2024,4,Maryland,Villanova,open,-17.5,-4.6,12.9,AWAY,0,4.5,-1.0
2024,4,Maryland,Villanova,close,-22.0,-4.6,17.4,AWAY,1,,0.909
2024,4,Louisiana,Tulane,open,3.5,-1.5,5.0,HOME,0,-2.0,-1.0
2024,4,Louisiana,Tulane,close,1.5,-1.5,3.0,HOME,0,,-1.0
2024,4,Columbia,Lafayette,close,8.0,-0.3,8.3,HOME,1,,0.909
2024,4,Army,Rice,open,-6.0,-10.1,4.1,HOME,1,-1.5,0.909
2024,4,Army,Rice,close,-7.5,-10.1,2.6,HOME,1,,0.909
2024,4,Clemson,NC State,open,-7.5,-7.6,0.1,HOME,1,-9.5,0.909
2024,4,Clemson,NC State,close,-17.0,-7.6,9.4,AWAY,0,,-1.0
2024,4,Harvard,Stetson,close,-34.5,-9.0,25.5,AWAY,0,,-1.0
2024,4,Lehigh,Princeton,close,12.5,4.2,8.3,HOME,1,,0.909
2024,4,Long Island University,Rhode Island,close,10.5,1.4,9.1,HOME,1,,0.909
2024,4,West Virginia,Kansas,open,-2.5,-1.5,1.0,AWAY,0,-1.5,-1.0
2024,4,West Virginia,Kansas,close,-1.0,-1.5,0.5,HOME,1,,0.909
2024,4,North Carolina,James Madison,open,-10.5,-0.8,9.7,AWAY,1,0.5,0.909
2024,4,North Carolina,James Madison,close,-11.0,-0.8,10.2,AWAY,1,,0.909
2024,4,Kentucky,Ohio,open,-18.5,-10.8,7.7,AWAY,0,3.0,-1.0
2024,4,Kentucky,Ohio,close,-21.5,-10.8,10.7,AWAY,0,,-1.0
2024,4,Central Michigan,Ball State,open,-6.5,0.6,7.1,AWAY,1,-0.0,0.909
2024,4,Central Michigan,Ball State,close,-6.5,0.6,7.1,AWAY,1,,0.909
2024,4,Georgetown,Brown,close,3.0,-3.2,6.2,HOME,0,,-1.0
2024,4,Merrimack,Maine,close,-0.5,-5.6,5.1,HOME,0,,-1.0
